theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
-0.6649819394072853,-0.08490870517400563,0.3263137685914185,-0.0758831280181462,-1.7366009002234195,1.6837619087640607,3.143522146304657,-1.2810087245048223,1.7587094084587565,0.3058671986450352,0.6119748936428611,-0.752569123007789,-1.6194233348314613,1.3752503204995161,-0.17978820955363778,-0.6589262440192232,1.2559608056098734,1.1459787077701096,1.152060438695262,0.595993186950012,1.8662357954450028,0.8725871752691935,-0.4115418730080947,-0.3793912773910624,-0.30092094052550256,0.8250718804456199,-0.8261532875754339,0.8930644496903323,-0.8307655618874669,0.41212371550377724,0.41713855149377355,-1.3058088264980452,1.2418058461903851,-0.6194714782190315,0.4108523030286006,0.12428080131174297
