regime_1,regime_2,regime_3,regime_4,regime_5,regime_6
1.5131049399982835e-8,2.0696091741933176e-5,1.894720482959279e-4,0.9622944852903592,0.009630437268721573,0.03676322273383261
7.64653066915858e-13,2.0696091741933176e-5,1.94058037863909e-5,0.9622944852903592,0.009630437268721573,0.03676322273383261
7.598286158153314e-13,0.007723595697025047,4.441510838489076e-8,0.9907594015757606,3.06032597795688e-6,0.009197298005384907
5.5088481015536286e-8,3.9966594993584814e-4,2.5860630272683035e-4,0.9931792319721269,0.005200048112423092,0.006784458879087469
4.027017986171572e-11,0.0034067714175397092,9.940700568981897e-7,0.9960350415765608,7.9720839102203e-5,0.0017094242407658237
5.580219143948554e-11,0.034556405374301116,1.0466013174657594e-6,0.9650217583816595,5.4983872178878915e-5,0.007492104085402854
9.844161610121899e-12,0.03623582872338753,2.7115371961817103e-7,0.9631543913930539,1.6724022478887822e-5,0.004501373942374284
2.1675262184071785e-9,0.004977192701398802,2.471076604842411e-5,0.9942905072472491,0.00096032761570266135,0.002073907296792755
2.0324181104694173e-11,0.3430284479174233,4.907319038420938e-7,0.6564624132433957,3.1700196930739746e-5,0.00712378297230644
6.173102443568577e-14,0.39902857076024784,4.12770999105578e-9,0.6008747617888174,2.3491724152846003e-7,9.27272944190923e-4
3.3758391384630472e-12,0.08286231677257838,2.3559888592729016e-7,0.9137339980858511,9.029816407708948e-6,0.008845365994922343
2.376899228148452e-8,0.001087808684214594,1.97851388634651e-4,0.9902090619166546,1.2472767808004577e-4,0.009539280688362345
2.060313457510512e-8,3.745399018895976e-4,9.837203240137874e-5,0.9717685080942975,7.160951141112057e-4,0.02775500696765013
1.5284773760657853e-9,0.0022277471963174913,1.7917301990449898e-5,0.9916575722374041,0.001071911181943421,0.00795176422071394
8.158369335812626e-10,6.93695711054509e-4,8.778570283629096e-6,0.989764571477799,2.914702109371529e-4,0.010236671747552337
8.904182524231537e-9,0.0014758959095138215,7.648160970575993e-5,0.9899153301147843,0.00577267853045138,0.010039153418259297
1.3111281971343645e-7,5.344673404547962e-4,5.864207515118529e-4,0.9651540531537186,1.985560736178124e-4,0.03443302687098457
1.797915276402376e-10,0.0038065640480896864,3.56413334764532e-6,0.9863974052780939,3.2179653062701987e-4,0.013555643302643462
3.8991112543546545e-8,7.981626803500523e-4,2.3998194703796143e-4,0.9117183114477674,0.002319982320214246,0.0851064655350004
1.365402181913664e-6,2.3468602671926716e-4,0.0034638961221441496,0.8782297374158847,0.002417910640162023,0.11833058660243799
1.0194630339458798e-10,4.330452561199511e-4,2.1584044562493284e-6,0.919703401832264,2.2010722190141324e-4,0.07959028987787996
2.611597080381838e-7,7.605451690931883e-4,0.0010446989500699027,0.8392767124584493,0.009641723432371307,0.1372006005732789
9.596244117333423e-7,2.163281174923905e-4,0.0028090616949075753,0.8313300635661685,0.011800865083751428,0.1407413220772026
1.6824443368576783e-8,9.833750242869848e-4,1.6873702899955435e-4,0.9198639551444928,0.0038994483025243092,0.07210235011276049
3.581106420515517e-9,0.0017550639625589807,4.0883004375553185e-5,0.990113294452083,0.003655087025718857,0.009690750318893902
1.3196876034855418e-11,0.00895207990127488,4.393015067649641e-7,0.9975384307875497,3.202720106471502e-5,0.0018842988496537024
6.248886207463153e-11,0.006921782954369007,1.4336920844367853e-6,0.9913268775868925,9.669746740562458e-5,0.008328976701760927
2.043135279070385e-7,5.0258232204807e-4,8.64713161832015e-4,0.9886633589372095,0.007154430295130773,0.009942713011558187
2.811705635005293e-8,8.790507171652694e-4,1.8549419556441692e-4,0.976700495190224,0.0013789663305732811,0.01938510285992974
3.529839203635428e-11,8.435054985566255e-4,8.098894625326499e-7,0.9821947094732741,5.7784882495841704e-5,0.010084578089422805
4.522493358949532e-6,2.9759918176545995e-4,0.008816689545202207,0.9604744397644545,7.709502197041449e-4,0.03922271402410794
9.646923639716766e-11,0.004748579275252032,2.9130539640337513e-6,0.9607557454202005,9.055467654935544e-4,0.039034743205701675
2.0806404869034075e-5,7.110355788323876e-5,2.951935263687354e-6,0.9538369536108023,0.001270803425290178,0.04588531437208285
3.050340017639333e-13,0.005240354512145314,4.3740304788687085e-8,0.9775361550653687,4.795321153760105e-6,0.016750997994564767
8.633286925175999e-9,0.006249475226750116,7.51572153134917e-5,0.9035868548901822,0.005120763898521326,0.05124320415623023
1.851959586547186e-5,6.035533421559245e-5,0.006289646253731124,0.17431822637223207,0.6272581620696484,0.19756864518479322
3.9783417929949025e-6,8.526041803664889e-6,0.001732162425512225,0.05640835845214351,0.7174702429874523,0.22160788147708213
1.483291103575538e-7,8.567598118771002e-4,0.0026833956267966834,0.04567630623515559,0.7166279877700403,0.23488751662385102
3.0123810623096505e-6,2.5527895707388734e-5,0.0020922963499040836,0.00767623709181991,0.7794213289493241,0.20640057232090486
2.1112379618907422e-5,4.8762087044784595e-6,0.008756473200094508,0.007119583693698346,0.7913701303009085,0.20101007722017997
1.2506583581574542e-6,8.869342705737481e-5,0.003848537323582864,0.009674092226471118,0.7752543004455231,0.21753897955020426
2.9886204020152374e-6,7.50949060579906e-5,0.004293414874152645,0.00849685305628932,0.7153927462643469,0.27435668635974664
2.8391805584221395e-6,4.8935466561608024e-5,0.028717874546919132,0.001628041158803992,0.6363728849368943,0.3290636586162518
2.5179772126453573e-4,1.0642952372866649e-6,0.028236222969301825,0.0019749455991353256,0.5449702974428348,0.41295970051571823
6.879779940934694e-8,0.0047311635543165476,0.009718528869860533,0.08471095527891148,0.5171177069114783,0.39502714571102554
6.530718162721362e-7,9.717066347884648e-5,0.00655458990606,0.0815540235146612,0.6456181236115399,0.27299853623646975
5.354850083385765e-6,2.3592119851116428e-5,0.006461015822572709,0.01391525900487822,0.798019207233817,0.18020727511389967
3.819139554522021e-6,2.422881212008463e-5,0.006558274908632522,0.005453234084527624,0.8721465583211293,0.12067098309579957
4.751951565728645e-6,2.1771104156999474e-5,0.0030810016863448957,0.008486100357515113,0.8844338341177888,0.11076609022651811
8.513059917269562e-7,1.8093091275751306e-4,0.002666449325895764,0.007719748373266466,0.8493760084997077,0.1449886190181983
4.912986978999041e-6,2.5465029167664792e-5,0.006422472195160827,0.0049259903818355336,0.7678172010849084,0.22228282012213102
4.110640694980366e-6,5.4124271785546074e-5,0.017362595994347252,0.002047440941887218,0.5785464858624155,0.39202312459225047
8.001319604287511e-5,5.521241393067144e-6,0.018990867570232422,0.005656199382841996,0.341914973831975,0.6166273831711024
4.4263917767727773e-7,0.001111470498016616,0.0026991934849612603,0.1492063267810781,0.11502729879557634,0.7046650640702815
8.657432965897135e-8,5.172631563031425e-4,0.0018649706653324355,0.2231050630596153,0.08468913097470854,0.681364453629415
2.2180066977699632e-7,1.9739147921364307e-4,0.0024545837866118405,0.20602708570132625,0.07678442800464637,0.7035819818715183
4.0096343129625275e-7,1.7127923265195698e-4,0.0031471951809864005,0.12957460318418632,0.0655101252752646,0.788433186833526
4.4663917800337746e-5,2.9452937129334414e-6,0.00180378673230235,0.040233535783095846,0.09459499626229469,0.8408409453721948
2.3099010431072163e-8,0.001216060524383735,0.0014216151710880732,0.032005774123081865,0.09210582560595504,0.8440431718393245
1.313625282299457e-5,4.8861114903987345e-6,0.008464325621365565,0.014303430052422444,0.13594914791058368,0.8439402488278586
1.9195088588149454e-6,3.030126919688208e-5,0.004227824494679575,0.007916537623704431,0.18051920631511217,0.7864939820999545
1.4090130663892404e-5,3.894735902396867e-6,0.004324577038385044,0.05220796981559539,0.16295091085079666,0.7688841518185077
1.437800610146215e-7,7.346616867340546e-4,0.004104538549586741,0.3549896672426058,0.04003700001945177,0.607278818872963
5.104239729608001e-10,0.004262883626300215,3.280741811621492e-5,0.38615128236667273,0.0039907542265144955,0.606276424347741
3.322155968087931e-5,9.146850738484181e-6,0.005535825308531899,0.1167086133297532,0.05512784400730467,0.816259264809009
8.721329045245624e-7,4.859065758436393e-5,0.009991672542053888,0.06309863587505046,0.07883403955278817,0.8562210270737589
7.458844652130628e-7,7.764694764559671e-5,0.0063142550020891895,0.021382953643864056,0.08741674609323358,0.8765248891584343
1.402033610238792e-5,4.475228046236377e-6,0.004157782668952693,0.00591113298566518,0.05973826765598764,0.9248030545405368
5.893625026414779e-6,1.0596192781387968e-5,0.003958434887589291,0.02513093033610162,0.08250285744862915,0.8721571798167637
5.2207774514357204e-8,7.320884344680914e-4,0.0017467166202069714,0.12152590585215216,0.06778099409941588,0.8107803174390232
7.778371619787324e-8,3.010941280994111e-4,0.0012648905839390562,0.11101673546263036,0.03782183314316648,0.8371431285180518
1.8189367933107352e-4,5.104308472183228e-7,0.15201573805110136,0.002004042027555908,0.02001714986138504,0.8230109930070428
7.544209912873227e-5,2.670777522314003e-7,0.18483120785822663,0.0021159702737506693,0.02315590559507715,0.7927501218370906
5.713288646183275e-5,7.184129286480309e-6,0.09626933221081685,0.009874582180161282,0.015846929536418426,0.8851377159872932
1.371331681084855e-5,1.4377977888045889e-5,0.017394530757340165,3.167571637766324e-4,0.0027330631568662942,0.9807374770951738
3.275971454857415e-5,6.227495184902142e-7,0.01393177460655427,0.0026334348562700614,0.0031626559757480725,0.9783169344632069
1.4287147870409992e-5,5.39844779101425e-6,0.015765144674359813,0.0017287429783360388,0.11145039722378094,0.8675695803225365
1.6600149312607807e-5,3.4920098833193964e-6,0.010986489306176541,0.016486995351710217,0.16315883908487405,0.8063572451959092
5.084925006514771e-8,0.0011542575662919436,0.001808820544425679,0.10951638716375343,0.17776629382238504,0.7122464014042287
2.067153437376623e-6,2.8171203476580456e-5,4.491400779096492e-4,0.1275750267997289,0.3463818084165898,0.5236559394339886
8.922236333806176e-8,4.1745040819557655e-4,0.0018919144182319419,0.13372619026218008,0.4614119951958728,0.41632926285839933
3.005671460146059e-6,2.811481099722325e-5,7.422773326588535e-4,0.07089693083462743,0.570715931352962,0.3511583490097595
2.2647047726281391e-7,3.975250107547274e-4,0.003715228848639015,0.04822220370500356,0.5837997873728209,0.36147879214526096
3.55723699355204e-5,3.805207950702214e-6,0.0064570181026793174,0.00661071092123252,0.5912373288776339,0.3939205952572361
5.118970683698377e-7,2.2999807872527448e-4,0.00865547329055501,0.005493920102945833,0.5368784101516638,0.44478939494768727
2.1059144144580885e-4,1.037804277571616e-6,0.1582458849016393,0.0038468348723248447,0.32476949133791583,0.5108515505132344
5.247143863404455e-7,2.685499208941878e-4,0.2092529965722737,0.001672032324127598,0.2468235234501936,0.5327870050252378
2.2491674520469648e-4,9.235678401528208e-11,0.477412449555546,3.03415165224592e-6,2.743997495825747e-4,0.5213395470182014
2.4383478809656718e-4,1.3298901675009672e-5,0.3043981043716774,0.005730785677145612,0.08657467202419405,0.5905445193712968
8.598916663299413e-6,6.526361661734956e-4,0.018777087642100593,0.02272422515696795,0.22766562453633263,0.7327178751900357
1.4759487499673192e-7,3.734527067754404e-4,0.0022208141993868462,0.03327045735804436,0.2327237061866586,0.7412948530200857
6.603605688489269e-5,7.102087266428321e-7,0.4523816730577128,0.0011520043197826727,0.1086816852574076,0.44017801384402677
0.0010616731707877834,1.2225217573083072e-9,0.863848956995586,2.9818162749883365e-5,0.001943654983714756,0.13586507033226794
0.0021312633951984356,2.682676501097968e-9,0.840140430840118,1.1347808312945596e-5,2.3062081139522053e-4,0.15859182024107427
1.0569198443818199e-4,1.1304305700237885e-4,0.20091144580197431,0.0016447238108028748,0.26577599721319883,0.5326355714497575
1.125879507671735e-4,5.485949577352086e-6,0.06106782803662413,0.004462452561364292,0.3133475604264469,0.617339527758952
4.018194827572384e-6,4.815473206937577e-5,0.004660093538888646,0.009361255045376436,0.3046652506209547,0.6784383524285398
7.483327474998963e-8,0.0016607804284351278,0.0019282277581974066,0.014291299077934232,0.21434688482424474,0.7708771794392302
1.5271223432081974e-4,7.115162235271898e-7,0.058688863881470266,0.008148361169408947,0.11238062092951151,0.8175828004678849
1.931936433221284e-5,2.9628437032710155e-6,0.05827643512728798,0.006043563778294766,0.10830486822221695,0.8230753474380347
7.695633472145765e-8,0.0022459817794268197,0.003134827408022756,0.3333865927995039,0.018689795085046063,0.6502354768960468
